Date,Close/Last,Volume,Open,High,Low
04/09/2024,$169.67,42451210,$168.70,$170.08,$168.35
04/08/2024,$168.45,37425510,$169.03,$169.20,$168.24
04/05/2024,$169.58,42104830,$169.59,$170.39,$168.95
04/04/2024,$168.82,53704390,$170.29,$171.92,$168.82
04/03/2024,$169.65,47691720,$168.79,$170.68,$168.58
04/02/2024,$168.84,49329480,$169.08,$169.34,$168.2302
04/01/2024,$170.03,46240500,$171.19,$171.25,$169.475
03/28/2024,$171.48,65672690,$171.75,$172.23,$170.51
03/27/2024,$173.31,60273270,$170.41,$173.60,$170.11
03/26/2024,$169.71,57388450,$170.00,$171.42,$169.58
03/25/2024,$170.85,54288330,$170.565,$171.94,$169.45
03/22/2024,$172.28,71160140,$171.76,$173.05,$170.06
03/21/2024,$171.37,106181300,$177.05,$177.49,$170.84
03/20/2024,$178.67,53423100,$175.72,$178.67,$175.09
03/19/2024,$176.08,55215240,$174.34,$176.605,$173.03
03/18/2024,$173.72,75604180,$175.57,$177.71,$173.52
03/15/2024,$172.62,121752700,$171.17,$172.62,$170.285
03/14/2024,$173.00,72913510,$172.91,$174.3078,$172.05
03/13/2024,$171.13,52488690,$172.77,$173.185,$170.76
03/12/2024,$173.23,59825370,$173.15,$174.03,$171.01
03/11/2024,$172.75,60139470,$172.94,$174.38,$172.05
03/08/2024,$170.73,76267040,$169.00,$173.70,$168.94
03/07/2024,$169.00,71765060,$169.15,$170.73,$168.49
03/06/2024,$169.12,68587710,$171.06,$171.24,$168.68
03/05/2024,$170.12,95132360,$170.76,$172.04,$169.62
03/04/2024,$175.10,81510100,$176.15,$176.90,$173.79
03/01/2024,$179.66,73563080,$179.55,$180.53,$177.38
02/29/2024,$180.75,136682600,$181.27,$182.57,$179.53
02/28/2024,$181.42,48953940,$182.51,$183.12,$180.13
02/27/2024,$182.63,54318850,$181.10,$183.9225,$179.56
02/26/2024,$181.16,40867420,$182.24,$182.76,$180.65
02/23/2024,$182.52,45119680,$185.01,$185.04,$182.23
02/22/2024,$184.37,52292210,$183.48,$184.955,$182.46
02/21/2024,$182.32,41529670,$181.94,$182.8888,$180.66
02/20/2024,$181.56,53665550,$181.79,$182.43,$180.00
02/16/2024,$182.31,49752470,$183.42,$184.85,$181.665
02/15/2024,$183.86,65434500,$183.55,$184.49,$181.35
02/14/2024,$184.15,54630520,$185.32,$185.53,$182.44
02/13/2024,$185.04,56529530,$185.77,$186.21,$183.5128
02/12/2024,$187.15,41781930,$188.415,$188.67,$186.79
02/09/2024,$188.85,45155220,$188.65,$189.99,$188.00
02/08/2024,$188.32,40962050,$189.385,$189.535,$187.35
02/07/2024,$189.41,53438960,$190.64,$191.05,$188.61
02/06/2024,$189.30,43490760,$186.86,$189.31,$186.7695
02/05/2024,$187.68,69668820,$188.15,$189.25,$185.84
02/02/2024,$185.85,102551700,$179.86,$187.33,$179.25
02/01/2024,$186.86,64885410,$183.985,$186.95,$183.82
01/31/2024,$184.40,55467800,$187.04,$187.095,$184.35
01/30/2024,$188.04,55859370,$190.94,$191.80,$187.47
01/29/2024,$191.73,47145620,$192.01,$192.20,$189.58
01/26/2024,$192.42,44594010,$194.27,$194.76,$191.94
01/25/2024,$194.17,54822130,$195.22,$196.2675,$193.1125
01/24/2024,$194.50,53631320,$195.42,$196.38,$194.34
01/23/2024,$195.18,42355590,$195.02,$195.75,$193.8299
01/22/2024,$193.89,60133850,$192.30,$195.33,$192.26
01/19/2024,$191.56,68902990,$189.33,$191.95,$188.82
01/18/2024,$188.63,78005750,$186.09,$189.14,$185.83
01/17/2024,$182.68,47317430,$181.27,$182.93,$180.30
01/16/2024,$183.63,65603040,$182.16,$184.26,$180.934
01/12/2024,$185.92,40477780,$186.06,$186.74,$185.19
01/11/2024,$185.59,49128410,$186.54,$187.05,$183.62
01/10/2024,$186.19,46792910,$184.35,$186.40,$183.92
01/09/2024,$185.14,42841810,$183.92,$185.15,$182.73
01/08/2024,$185.56,59144470,$182.085,$185.60,$181.50
01/05/2024,$181.18,62379660,$181.99,$182.76,$180.17
01/04/2024,$181.91,71983570,$182.15,$183.0872,$180.88
01/03/2024,$184.25,58414460,$184.22,$185.88,$183.43
01/02/2024,$185.64,82488670,$187.15,$188.44,$183.885
12/29/2023,$192.53,42672150,$193.90,$194.40,$191.725
12/28/2023,$193.58,34049900,$194.14,$194.66,$193.17
12/27/2023,$193.15,48087680,$192.49,$193.50,$191.09
12/26/2023,$193.05,28919310,$193.61,$193.89,$192.83
12/22/2023,$193.60,37149570,$195.18,$195.41,$192.97
12/21/2023,$194.68,46482550,$196.10,$197.08,$193.50
12/20/2023,$194.83,52242820,$196.90,$197.68,$194.83
12/19/2023,$196.94,40714050,$196.16,$196.95,$195.89
12/18/2023,$195.89,55751860,$196.09,$196.63,$194.39
12/15/2023,$197.57,128538400,$197.53,$198.3999,$197.00
12/14/2023,$198.11,66831570,$198.02,$199.62,$196.16
12/13/2023,$197.96,70404180,$195.09,$198.00,$194.85
12/12/2023,$194.71,52696900,$193.08,$194.72,$191.721
12/11/2023,$193.18,60943700,$193.11,$193.49,$191.42
12/08/2023,$195.71,53406360,$194.20,$195.99,$193.67
12/07/2023,$194.27,47477660,$193.63,$195.00,$193.59
12/06/2023,$192.32,41089740,$194.45,$194.76,$192.11
12/05/2023,$193.42,66628400,$190.21,$194.40,$190.18
12/04/2023,$189.43,43389520,$189.98,$190.05,$187.4511
12/01/2023,$191.24,45704820,$190.33,$191.56,$189.23
11/30/2023,$189.95,48794370,$189.84,$190.32,$188.19
11/29/2023,$189.37,43014220,$190.90,$192.09,$188.97
11/28/2023,$190.40,38415420,$189.78,$191.08,$189.40
11/27/2023,$189.79,40552610,$189.92,$190.67,$188.90
11/24/2023,$189.97,24048340,$190.87,$190.90,$189.25
11/22/2023,$191.31,39630010,$191.49,$192.93,$190.825
11/21/2023,$190.64,38134490,$191.41,$191.52,$189.74
11/20/2023,$191.45,46538610,$189.89,$191.905,$189.88
11/17/2023,$189.69,50941400,$190.25,$190.38,$188.57
11/16/2023,$189.71,54412920,$189.57,$190.96,$188.65
11/15/2023,$188.01,53790500,$187.845,$189.50,$187.78
11/14/2023,$187.44,60108380,$187.70,$188.11,$186.30
11/13/2023,$184.80,43627520,$185.82,$186.03,$184.21
11/10/2023,$186.40,66177920,$183.97,$186.565,$183.53
11/09/2023,$182.41,53763540,$182.96,$184.12,$181.81
11/08/2023,$182.89,49340280,$182.35,$183.45,$181.59
11/07/2023,$181.82,70529970,$179.18,$182.44,$178.97
11/06/2023,$179.23,63841310,$176.38,$179.43,$176.21
11/03/2023,$176.65,79829250,$174.24,$176.82,$173.35
11/02/2023,$177.57,77334750,$175.52,$177.78,$175.46
11/01/2023,$173.97,56934910,$171.00,$174.23,$170.12
10/31/2023,$170.77,44846020,$169.35,$170.90,$167.90
10/30/2023,$170.29,51130960,$169.02,$171.17,$168.87
10/27/2023,$168.22,58499130,$166.91,$168.96,$166.83
10/26/2023,$166.89,70625260,$170.37,$171.3775,$165.67
10/25/2023,$171.10,57156960,$171.88,$173.06,$170.65
10/24/2023,$173.44,43816640,$173.05,$173.67,$171.45
10/23/2023,$173.00,55980110,$170.91,$174.01,$169.93
10/20/2023,$172.88,64244030,$175.31,$175.42,$172.64
10/19/2023,$175.46,59302860,$176.04,$177.84,$175.19
10/18/2023,$175.84,54764380,$175.58,$177.575,$175.11
10/17/2023,$177.15,57549350,$176.645,$178.42,$174.80
10/16/2023,$178.72,52516980,$176.75,$179.075,$176.51
10/13/2023,$178.85,51456080,$181.42,$181.93,$178.14
10/12/2023,$180.71,56743120,$180.07,$182.34,$179.04
10/11/2023,$179.80,47551100,$178.20,$179.85,$177.60
10/10/2023,$178.39,43698020,$178.10,$179.72,$177.95
10/09/2023,$178.99,42390770,$176.81,$179.05,$175.80
10/06/2023,$177.49,57266680,$173.80,$177.99,$173.18
10/05/2023,$174.91,48527920,$173.79,$175.45,$172.68
10/04/2023,$173.66,53020290,$171.09,$174.21,$170.97
10/03/2023,$172.40,49594610,$172.255,$173.63,$170.82
10/02/2023,$173.75,52164540,$171.22,$174.30,$170.93
09/29/2023,$171.21,51861080,$172.02,$173.07,$170.341
09/28/2023,$170.69,56294420,$169.34,$172.03,$167.62
09/27/2023,$170.43,66921810,$172.62,$173.04,$169.05
09/26/2023,$171.96,64588950,$174.82,$175.20,$171.66
09/25/2023,$176.08,46172740,$174.20,$176.97,$174.15
09/22/2023,$174.79,56725390,$174.67,$177.079,$174.05
09/21/2023,$173.93,63149120,$174.55,$176.30,$173.86
09/20/2023,$175.49,58436180,$179.26,$179.695,$175.40
09/19/2023,$179.07,51826940,$177.52,$179.63,$177.13
09/18/2023,$177.97,67257570,$176.48,$179.38,$176.17
09/15/2023,$175.01,109259500,$176.48,$176.495,$173.82
09/14/2023,$175.74,60895760,$174.00,$176.10,$173.58
09/13/2023,$174.21,84267930,$176.51,$177.30,$173.98
09/12/2023,$176.30,90370190,$179.49,$180.13,$174.82
09/11/2023,$179.36,58953050,$180.07,$180.30,$177.34
09/08/2023,$178.18,65602070,$178.35,$180.239,$177.79
09/07/2023,$177.56,112488800,$175.18,$178.21,$173.54
09/06/2023,$182.91,81755820,$188.40,$188.85,$181.47
09/05/2023,$189.70,45280030,$188.28,$189.98,$187.61
09/01/2023,$189.46,45766500,$189.485,$189.92,$188.28
08/31/2023,$187.87,60794470,$187.84,$189.12,$187.48
08/30/2023,$187.65,60813890,$184.94,$187.85,$184.74
08/29/2023,$184.12,53003950,$179.695,$184.90,$179.50
08/28/2023,$180.19,43820700,$180.09,$180.59,$178.545
08/25/2023,$178.61,51449590,$177.38,$179.15,$175.82
08/24/2023,$176.38,54945800,$180.674,$181.104,$176.01
08/23/2023,$181.12,52722750,$178.52,$181.55,$178.325
08/22/2023,$177.23,42084250,$177.06,$177.68,$176.25
08/21/2023,$175.84,46311880,$175.07,$176.13,$173.735
08/18/2023,$174.49,61172150,$172.30,$175.10,$171.96
08/17/2023,$174.00,66062880,$177.14,$177.5054,$173.48
08/16/2023,$176.57,46964860,$177.13,$178.54,$176.50
08/15/2023,$177.45,43622590,$178.88,$179.48,$177.05
08/14/2023,$179.46,43675630,$177.97,$179.69,$177.305
08/11/2023,$177.79,52036670,$177.32,$178.62,$176.55
08/10/2023,$177.97,54686850,$179.48,$180.75,$177.60
08/09/2023,$178.19,60378490,$180.87,$180.93,$177.01
08/08/2023,$179.80,67823000,$179.69,$180.27,$177.58
08/07/2023,$178.85,97576070,$182.13,$183.13,$177.35
08/04/2023,$181.99,115956800,$185.52,$187.38,$181.92
08/03/2023,$191.17,62243280,$191.57,$192.37,$190.69
08/02/2023,$192.58,50389330,$195.04,$195.18,$191.8507
08/01/2023,$195.605,35281430,$196.235,$196.73,$195.28
07/31/2023,$196.45,38824110,$196.06,$196.49,$195.26
07/28/2023,$195.83,48291440,$194.67,$196.626,$194.14
07/27/2023,$193.22,47460180,$196.02,$197.20,$192.55
07/26/2023,$194.50,47471870,$193.67,$195.64,$193.32
07/25/2023,$193.62,37283200,$193.33,$194.44,$192.915
07/24/2023,$192.75,45505100,$193.41,$194.91,$192.25
07/21/2023,$191.94,71951680,$194.10,$194.97,$191.23
07/20/2023,$193.13,59581200,$195.09,$196.47,$192.495
07/19/2023,$195.10,80507320,$193.10,$198.23,$192.65
07/18/2023,$193.73,48353770,$193.35,$194.33,$192.415
07/17/2023,$193.99,50520160,$191.90,$194.32,$191.81
07/14/2023,$190.69,41616240,$190.23,$191.1799,$189.63
07/13/2023,$190.54,41342340,$190.50,$191.19,$189.78
07/12/2023,$189.77,60750250,$189.68,$191.70,$188.47
07/11/2023,$188.08,46638120,$189.16,$189.30,$186.60
07/10/2023,$188.61,59922160,$189.26,$189.99,$187.035
07/07/2023,$190.68,46815000,$191.41,$192.67,$190.24
07/06/2023,$191.81,45156010,$189.84,$192.02,$189.20
07/05/2023,$191.33,46920260,$191.565,$192.98,$190.62
07/03/2023,$192.46,31346600,$193.78,$193.88,$191.76
06/30/2023,$193.97,85213220,$191.63,$194.48,$191.26
06/29/2023,$189.59,46347310,$189.08,$190.07,$188.94
06/28/2023,$189.25,51216800,$187.93,$189.90,$187.60
06/27/2023,$188.06,50730850,$185.89,$188.39,$185.67
06/26/2023,$185.27,48088660,$186.83,$188.05,$185.23
06/23/2023,$186.68,53117000,$185.55,$187.56,$185.01
06/22/2023,$187.00,51245330,$183.74,$187.045,$183.67
06/21/2023,$183.96,49515700,$184.90,$185.41,$182.5901
06/20/2023,$185.01,49799090,$184.41,$186.10,$184.41
06/16/2023,$184.92,101256200,$186.73,$186.99,$184.27
06/15/2023,$186.01,65433170,$183.96,$186.52,$183.78
06/14/2023,$183.95,57462880,$183.37,$184.39,$182.02
06/13/2023,$183.31,54929130,$182.80,$184.15,$182.44
06/12/2023,$183.79,54755000,$181.27,$183.89,$180.97
06/09/2023,$180.96,48899970,$181.50,$182.23,$180.63
06/08/2023,$180.57,50214880,$177.895,$180.84,$177.46
06/07/2023,$177.82,61944620,$178.44,$181.21,$177.32
06/06/2023,$179.21,64848370,$179.965,$180.12,$177.43
06/05/2023,$179.58,121946500,$182.63,$184.951,$178.035
06/02/2023,$180.95,61996910,$181.03,$181.78,$179.26
06/01/2023,$180.09,68901810,$177.70,$180.12,$176.9306
05/31/2023,$177.25,99625290,$177.325,$179.35,$176.76
05/30/2023,$177.30,55964400,$176.96,$178.99,$176.57
